feature,gene,importance,abs_importance,importance_type,antibiotic,model
amr__aac6-ib7,aac6-ib7,0.0764,0.0764,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__pmrb,pmrb,-0.0761,0.0761,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__emrb_1,emrb_1,0.0753,0.0753,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multispecies_class_a_broad-spectrum_beta-lactamase_tem-116,multispecies_class_a_broad-spectrum_beta-lactamase_tem-116,0.0739,0.0739,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__aminoglycoside_3-nucleotidyltransferase_ec_2.7.7.-_ant3-ia_aada_family,aminoglycoside_3-nucleotidyltransferase_ec_2.7.7.-_ant3-ia_aada_family,0.0728,0.0728,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__ant1_2,ant1_2,-0.0724,0.0724,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__small_multidrug_resistance_smr_efflux_transporter_suge_quaternary_ammonium_compounds,small_multidrug_resistance_smr_efflux_transporter_suge_quaternary_ammonium_compounds,0.0721,0.0721,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__chloramphenicol_o-acetyltransferase_ec_2.3.1.28_cata1cata4_family,chloramphenicol_o-acetyltransferase_ec_2.3.1.28_cata1cata4_family,0.072,0.072,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__escherichia_coli_acra,escherichia_coli_acra,-0.0713,0.0713,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__quinolone_resistance_pentapeptide_repeat_protein_qnrs1,quinolone_resistance_pentapeptide_repeat_protein_qnrs1,0.0713,0.0713,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__alanine_racemase_ec_5.1.1.1,alanine_racemase_ec_5.1.1.1,0.0707,0.0707,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__soxr,soxr,-0.0707,0.0707,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__tetracycline_resistance_ribosomal_protection_protein_tetm,tetracycline_resistance_ribosomal_protection_protein_tetm,0.0706,0.0706,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__ampc,ampc,0.0702,0.0702,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__qacedelta1,qacedelta1,0.0701,0.0701,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__hns,hns,0.07,0.07,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__cmla1,cmla1,0.0696,0.0696,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__escherichia_coli_glpt_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_glpt_with_mutation_conferring_resistance_to_fosfomycin,-0.069,0.069,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__rosa,rosa,-0.0688,0.0688,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__aac3-iie,aac3-iie,0.0685,0.0685,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__arnt,arnt,0.0676,0.0676,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__alanyl-trna_synthetase_ec_6.1.1.7,alanyl-trna_synthetase_ec_6.1.1.7,-0.0675,0.0675,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__copper-sensing_two-component_system_response_regulator_cpxr,copper-sensing_two-component_system_response_regulator_cpxr,0.0675,0.0675,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__cmy-132,cmy-132,0.0673,0.0673,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multispecies_tetracycline_efflux_mfs_transporter_teta,multispecies_tetracycline_efflux_mfs_transporter_teta,0.067,0.067,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-1,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-1,0.0669,0.0669,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__escherichia_coli_acrab-tolc_with_acrr_mutation_conferring_resistance_to_ciprofloxacin_tetracycline_and_ceftazidime,escherichia_coli_acrab-tolc_with_acrr_mutation_conferring_resistance_to_ciprofloxacin_tetracycline_and_ceftazidime,-0.0663,0.0663,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__phosphoethanolamine--lipid_a_transferase_mcr-1.1,phosphoethanolamine--lipid_a_transferase_mcr-1.1,0.0657,0.0657,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multiple_antibiotic_resistance_protein_marr,multiple_antibiotic_resistance_protein_marr,0.0652,0.0652,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__sulfonamide-resistant_dihydropteroate_synthase_sul1,sulfonamide-resistant_dihydropteroate_synthase_sul1,0.065,0.065,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__acrz,acrz,-0.0642,0.0642,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__oxygen-insensitive_nadph_nitroreductase_ec_1.-.-.-,oxygen-insensitive_nadph_nitroreductase_ec_1.-.-.-,0.0635,0.0635,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra36,trimethoprim-resistant_dihydrofolate_reductase_dfra36,-0.0631,0.0631,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__inner_membrane_component_mdtn_of_tripartite_multidrug_resistance_system,inner_membrane_component_mdtn_of_tripartite_multidrug_resistance_system,-0.0631,0.0631,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__haemophilus_influenzae_pbp3_conferring_resistance_to_beta-lactam_antibiotics,haemophilus_influenzae_pbp3_conferring_resistance_to_beta-lactam_antibiotics,-0.0629,0.0629,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__cpxa,cpxa,-0.0627,0.0627,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__bcrc,bcrc,0.0626,0.0626,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__resistance-nodulation-cell_division_transporter_system._multidrug_resistance_efflux_pump.,resistance-nodulation-cell_division_transporter_system._multidrug_resistance_efflux_pump.,0.0626,0.0626,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__tetracycline_efflux_mfs_transporter_tetd,tetracycline_efflux_mfs_transporter_tetd,0.0619,0.0619,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multispecies_type_a-1_chloramphenicol_o-acetyltransferase,multispecies_type_a-1_chloramphenicol_o-acetyltransferase,0.0612,0.0612,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__fyua,fyua,-0.06,0.06,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__uhpt,uhpt,-0.0597,0.0597,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__transcriptional_regulator_gadx_arac_family,transcriptional_regulator_gadx_arac_family,0.0596,0.0596,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__udp-glucose_6-dehydrogenase_ec_1.1.1.22,udp-glucose_6-dehydrogenase_ec_1.1.1.22,-0.0595,0.0595,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__undecaprenyl_phosphate-alpha-4-amino-4-deoxy-l-arabinose_arabinosyl_transferase_ec_2.4.2.43_polymyxin_resistance_protein,undecaprenyl_phosphate-alpha-4-amino-4-deoxy-l-arabinose_arabinosyl_transferase_ec_2.4.2.43_polymyxin_resistance_protein,-0.0594,0.0594,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__dfra14,dfra14,0.0594,0.0594,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multispecies_mpha_family_macrolide_2-phosphotransferase,multispecies_mpha_family_macrolide_2-phosphotransferase,0.0576,0.0576,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multidrug_efflux_system_inner_membrane_protondrug_antiporter_rnd_type_mexb_of_mexab-oprm,multidrug_efflux_system_inner_membrane_protondrug_antiporter_rnd_type_mexb_of_mexab-oprm,0.0574,0.0574,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__maca,maca,0.0573,0.0573,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__class_c_extended-spectrum_beta-lactamase_ec-18,class_c_extended-spectrum_beta-lactamase_ec-18,0.0572,0.0572,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__aminoglycoside_o-phosphotransferase_aph3-iia,aminoglycoside_o-phosphotransferase_aph3-iia,-0.0561,0.0561,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__oxyr,oxyr,0.0559,0.0559,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__mdtabc-tolc,mdtabc-tolc,-0.0554,0.0554,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__dxr,dxr,-0.0553,0.0553,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__crp,crp,0.055,0.055,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__yhes_3,yhes_3,-0.0549,0.0549,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__emrd,emrd,-0.0547,0.0547,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__mura,mura,0.0544,0.0544,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__mdtd,mdtd,-0.0541,0.0541,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__aph3-ia,aph3-ia,0.0536,0.0536,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__gyra,gyra,-0.0532,0.0532,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__emre_2,emre_2,-0.0529,0.0529,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multispecies_tetracycline_efflux_mfs_transporter_tetb,multispecies_tetracycline_efflux_mfs_transporter_tetb,-0.0521,0.0521,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__escherichia_coli_ptsi_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_ptsi_with_mutation_conferring_resistance_to_fosfomycin,0.052,0.052,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__escherichia_coli_mdfa,escherichia_coli_mdfa,0.0518,0.0518,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multidrug_efflux_pump_mdfacmr_of_mfs_type_broad_spectrum,multidrug_efflux_pump_mdfacmr_of_mfs_type_broad_spectrum,0.0514,0.0514,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__escherichia_coli_ampc_beta-lactamase,escherichia_coli_ampc_beta-lactamase,0.051,0.051,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__mdtb,mdtb,-0.0506,0.0506,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__acrb_3,acrb_3,0.0504,0.0504,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada5,ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada5,0.05,0.05,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__gidb,gidb,0.0496,0.0496,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multispecies_class_a_broad-spectrum_beta-lactamase_tem-1,multispecies_class_a_broad-spectrum_beta-lactamase_tem-1,-0.0488,0.0488,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__transcription_termination_factor_rho,transcription_termination_factor_rho,-0.0485,0.0485,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multispecies_phosphoethanolamine--lipid_a_transferase_mcr-1,multispecies_phosphoethanolamine--lipid_a_transferase_mcr-1,0.0483,0.0483,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__transcriptional_regulator_of_acrab_operon_acrr,transcriptional_regulator_of_acrab_operon_acrr,-0.0476,0.0476,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__type_a-2_chloramphenicol_o-acetyltransferase_catii,type_a-2_chloramphenicol_o-acetyltransferase_catii,0.0467,0.0467,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__escherichia_coli_acrab-tolc_with_marr_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline,escherichia_coli_acrab-tolc_with_marr_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline,-0.0466,0.0466,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__ec-14,ec-14,-0.0466,0.0466,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra12,multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra12,0.0463,0.0463,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__uppp,uppp,0.0457,0.0457,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multidrug_resistance_regulator_emrr_mpra,multidrug_resistance_regulator_emrr_mpra,-0.0455,0.0455,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__suge,suge,0.0455,0.0455,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__qacl,qacl,0.0454,0.0454,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__tetd,tetd,0.0453,0.0453,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__class_c_extended-spectrum_beta-lactamase_ec-13,class_c_extended-spectrum_beta-lactamase_ec-13,0.045,0.045,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__acref-tolc,acref-tolc,0.0448,0.0448,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__evga,evga,0.0448,0.0448,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__hexose_phosphate_transport_protein_uhpt,hexose_phosphate_transport_protein_uhpt,0.0447,0.0447,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__imp-66,imp-66,0.0447,0.0447,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__quaternary_ammonium_compound_efflux_smr_transporter_qacl,quaternary_ammonium_compound_efflux_smr_transporter_qacl,0.0442,0.0442,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__emrky-tolc,emrky-tolc,-0.0441,0.0441,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__udp-4-amino-4-deoxy-l-arabinose_formyltransferase_ec_2.1.2.13_udp-glucuronic_acid_oxidase_udp-4-keto-hexauronic_acid_dec,udp-4-amino-4-deoxy-l-arabinose_formyltransferase_ec_2.1.2.13_udp-glucuronic_acid_oxidase_udp-4-keto-hexauronic_acid_dec,-0.044,0.044,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__uncharacterized_transporter_yeeo,uncharacterized_transporter_yeeo,-0.044,0.044,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__isoleucyl-trna_synthetase_ec_6.1.1.5,isoleucyl-trna_synthetase_ec_6.1.1.5,0.044,0.044,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__plasmid-encoded_cat_pp-cat,plasmid-encoded_cat_pp-cat,-0.0439,0.0439,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__ddla,ddla,-0.0439,0.0439,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__dna_gyrase_subunit_a_ec_5.99.1.3,dna_gyrase_subunit_a_ec_5.99.1.3,0.0439,0.0439,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra7,multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra7,0.0438,0.0438,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__x_16s_rrna_guanine527-n7-methyltransferase_ec_2.1.1.170,x_16s_rrna_guanine527-n7-methyltransferase_ec_2.1.1.170,0.0437,0.0437,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__nfsa,nfsa,-0.0432,0.0432,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__emrb,emrb,0.0418,0.0418,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multispecies_inhibitor-resistant_class_a_broad-spectrum_beta-lactamase_tem-40,multispecies_inhibitor-resistant_class_a_broad-spectrum_beta-lactamase_tem-40,-0.0414,0.0414,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__mdtf,mdtf,0.0412,0.0412,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__emrr,emrr,-0.0407,0.0407,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__aac6-ibaac6-ii,aac6-ibaac6-ii,0.0405,0.0405,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__yoji,yoji,-0.0403,0.0403,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__aada,aada,0.0401,0.0401,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__macrolide_efflux_mfs_transporter_mefb,macrolide_efflux_mfs_transporter_mefb,0.04,0.04,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__sul2,sul2,0.0399,0.0399,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__translation_elongation_factor_tu,translation_elongation_factor_tu,-0.0396,0.0396,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__ling,ling,-0.0394,0.0394,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__multispecies_aminoglycoside_n-acetyltransferase_aac3-iia,multispecies_aminoglycoside_n-acetyltransferase_aac3-iia,0.039,0.039,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__x_1-deoxy-d-xylulose_5-phosphate_reductoisomerase_ec_1.1.1.267,x_1-deoxy-d-xylulose_5-phosphate_reductoisomerase_ec_1.1.1.267,0.038,0.038,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__flor,flor,0.0379,0.0379,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__cata1cata4_family,cata1cata4_family,0.0378,0.0378,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__ermb,ermb,0.0375,0.0375,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__udp-n-acetylglucosamine_1-carboxyvinyltransferase_ec_2.5.1.7,udp-n-acetylglucosamine_1-carboxyvinyltransferase_ec_2.5.1.7,0.0373,0.0373,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
amr__fluoroquinolone-acetylating_aminoglycoside_6-n-acetyltransferase_aac6-ib-cr,fluoroquinolone-acetylating_aminoglycoside_6-n-acetyltransferase_aac6-ib-cr,0.037,0.037,absolute_logistic_coefficient,cefotaxime,logistic_regression_balanced
